classIDx,frame_idx,mean_score,std_score,min_score,max_score
232,62,0.04309,0.01819,0.01157,0.06542
232,63,0.03686,0.0177,0.01233,0.06592
232,64,0.04347,0.00477,0.03527,0.04905
232,65,0.03926,0.00897,0.02736,0.05156
232,66,0.04086,0.0136,0.02197,0.06312
232,67,0.04547,0.00834,0.03418,0.05723
232,68,0.04995,0.00577,0.04432,0.06151
232,69,0.04842,0.00545,0.04209,0.05545
232,70,0.05569,0.00753,0.04456,0.06547
232,71,0.06281,0.01022,0.04698,0.08133
232,72,0.06326,0.00935,0.04815,0.07614
232,74,0.07295,0.01216,0.05066,0.0865
232,76,0.05456,0.00974,0.0427,0.07177
232,77,0.05415,0.01034,0.03739,0.07064
232,78,0.05862,0.0146,0.04132,0.07921
232,79,0.03297,0.02115,0.01397,0.07305
232,80,0.04802,0.01767,0.02366,0.072
232,81,0.04805,0.01866,0.02361,0.07127
232,82,0.06467,0.01268,0.04097,0.07673
232,83,0.06747,0.01568,0.03921,0.08865
232,84,0.10692,0.0143,0.08594,0.13336
232,85,0.05315,0.01286,0.03214,0.07287
232,86,0.03562,0.01291,0.01309,0.05141
232,87,0.04876,0.01188,0.03189,0.06705
232,108,0.06424,0.02245,0.02732,0.09346
232,109,0.07936,0.01762,0.04418,0.09919
232,110,0.07144,0.0073,0.06062,0.08168
232,111,0.06311,0.00706,0.05257,0.07282
232,112,0.06242,0.01465,0.04594,0.08477
232,113,0.04486,0.01952,0.01344,0.07657
232,115,0.03215,0.01828,0.00823,0.05618
232,117,0.05706,0.01443,0.04574,0.08842
232,118,0.05358,0.01414,0.03786,0.07876
232,119,0.0577,0.01596,0.03499,0.08237
232,139,0.01516,0.01304,0.00099,0.03985
232,142,0.02042,0.00611,0.00881,0.02766
232,143,0.0249,0.00516,0.01828,0.03365
232,149,0.05764,0.01948,0.03486,0.08475
232,150,0.0602,0.01854,0.04052,0.09091
232,151,0.0642,0.01624,0.03458,0.07991
232,152,0.06805,0.01729,0.03819,0.08481
232,153,0.07316,0.01703,0.0437,0.08761
232,154,0.07579,0.01642,0.04682,0.09504
232,155,0.07997,0.01188,0.0573,0.09025
232,156,0.07621,0.01179,0.05517,0.09075
232,157,0.06596,0.01119,0.04998,0.08054
232,158,0.06766,0.01072,0.05252,0.07989
232,159,0.01298,0.00814,0.00363,0.02372
232,160,0.02662,0.00777,0.01232,0.03365
232,161,0.0284,0.01014,0.01818,0.04819
232,162,0.04014,0.01006,0.01986,0.04977
232,163,0.05123,0.01027,0.03457,0.06147
232,164,0.04974,0.01051,0.03626,0.06447
232,165,0.05901,0.00951,0.04341,0.06879
232,166,0.05731,0.01304,0.04094,0.07586
232,167,0.05059,0.01276,0.03104,0.06494
232,168,0.07086,0.01513,0.04215,0.08854
232,169,0.06072,0.01219,0.03587,0.07214
232,170,0.05196,0.01193,0.03206,0.06436
232,215,0.02062,0.01215,0.00466,0.04221
235,2,0.0457,0.01677,0.01367,0.06064
235,4,0.04366,0.01636,0.01636,0.06206
235,5,0.04433,0.02437,0.00587,0.06983
235,6,0.04778,0.01982,0.00988,0.07163
235,7,0.05582,0.02691,0.00416,0.08562
235,8,0.06786,0.01439,0.03999,0.0858
235,9,0.04912,0.01756,0.03032,0.0682
235,10,0.04539,0.02566,0.00747,0.07108
235,11,0.04402,0.02552,0.00101,0.07123
235,12,0.04502,0.02478,0.00372,0.08066
235,15,0.05191,0.02823,0.00727,0.08837
235,16,0.05584,0.02467,0.02048,0.08345
235,17,0.05706,0.0165,0.03914,0.07934
235,18,0.06158,0.01567,0.04233,0.08213
235,19,0.05565,0.01452,0.03586,0.07758
235,20,0.04419,0.01658,0.01625,0.05949
235,21,0.04503,0.02519,0.00884,0.07231
235,23,0.12611,0.00671,0.11321,0.13434
235,24,0.12184,0.00571,0.11127,0.12847
235,25,0.08165,0.00595,0.07284,0.09169
235,26,0.08847,0.00883,0.07278,0.10183
235,27,0.09943,0.01486,0.07676,0.11498
235,28,0.10472,0.00971,0.08395,0.11277
235,29,0.08896,0.01022,0.06887,0.10043
235,30,0.08308,0.0105,0.06471,0.09301
235,37,0.03609,0.01128,0.01985,0.05179
235,38,0.03394,0.00975,0.02265,0.05132
235,39,0.02393,0.01138,0.00291,0.03688
235,40,0.03323,0.01545,0.0111,0.05179
235,41,0.03841,0.01402,0.01897,0.05849
235,83,0.02924,0.00709,0.01915,0.0407
235,84,0.01983,0.00567,0.01073,0.02496
235,87,0.01727,0.00933,0.00133,0.02867
235,88,0.02967,0.01387,0.00115,0.04438
235,89,0.02979,0.00833,0.01361,0.03872
235,90,0.01915,0.0067,0.00586,0.02769
235,92,0.02428,0.01331,0.00823,0.05034
235,94,0.02072,0.01376,0.00751,0.04458
235,95,0.02659,0.01017,0.00781,0.03751
235,96,0.02392,0.01194,0.00632,0.04063
235,102,0.12701,0.00568,0.12028,0.13508
235,103,0.10292,0.00838,0.093,0.11592
235,104,0.10469,0.00491,0.09809,0.11374
235,105,0.09927,0.00635,0.09189,0.10789
235,106,0.10377,0.00162,0.10088,0.10541
235,107,0.11502,0.00655,0.10273,0.12266
235,108,0.12057,0.0042,0.11228,0.12536
235,109,0.12012,0.00733,0.10671,0.12833
235,110,0.11105,0.00827,0.09379,0.1194
235,111,0.11896,0.00845,0.10321,0.12901
235,112,0.10348,0.01031,0.08261,0.11274
235,113,0.10763,0.01028,0.08696,0.11829
235,114,0.1097,0.00407,0.10182,0.11458
235,115,0.10097,0.00283,0.09748,0.10488
235,116,0.1037,0.00357,0.09629,0.10748
235,117,0.10255,0.00464,0.0942,0.10719
235,118,0.075,0.00938,0.05773,0.08871
235,119,0.06682,0.01054,0.04714,0.08255
235,120,0.06953,0.01382,0.05176,0.09063
235,121,0.07666,0.00842,0.06618,0.08821
235,122,0.0793,0.00905,0.07162,0.09675
235,123,0.0889,0.00534,0.07892,0.0971
235,124,0.08948,0.00732,0.07751,0.09581
235,125,0.09337,0.00254,0.09012,0.09755
235,126,0.09164,0.01049,0.07889,0.10981
242,3,0.04198,0.02443,0.00681,0.06975
242,4,0.03712,0.02204,0.00387,0.05794
242,21,0.03028,0.00859,0.02031,0.04251
242,52,0.03946,0.02311,0.00985,0.08103
242,53,0.02973,0.01312,0.01692,0.05288
242,78,0.04432,0.01427,0.02283,0.06973
242,80,0.03788,0.01503,0.01279,0.05437
242,81,0.05198,0.01288,0.02863,0.07264
242,82,0.02272,0.00916,0.00802,0.03571
242,99,0.03126,0.01149,0.00946,0.04307
242,113,0.02311,0.01243,0.00692,0.03919
242,114,0.03211,0.01894,0.00466,0.05533
242,116,0.0427,0.01444,0.02486,0.07052
242,117,0.03611,0.02027,0.00754,0.05624
242,123,0.03601,0.01455,0.0119,0.05268
242,134,0.02392,0.01237,0.00287,0.03624
